key,notes,en,zh-Hans,zh-Hant,ja,ko,fr,de,es
"save.deleteBody","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Are you sure you want to delete save slot {0}?
This action cannot be undone.","确认要删除 {0} 号存档吗？
此操作无法撤销。","Are you sure you want to delete save slot {0}?
This action cannot be undone.","Are you sure you want to delete save slot {0}?
This action cannot be undone.","Are you sure you want to delete save slot {0}?
This action cannot be undone.","Are you sure you want to delete save slot {0}?
This action cannot be undone.","Are you sure you want to delete save slot {0}?
This action cannot be undone.","Are you sure you want to delete save slot {0}?
This action cannot be undone."
"save.saveHeader","Placeholder translation - needs native review","Save Game","保存游戏","Save Game","Save Game","Save Game","Save Game","Save Game","Save Game"
"save.overwrite","Placeholder translation - needs native review","Overwrite","覆盖","Overwrite","Overwrite","Overwrite","Overwrite","Overwrite","Overwrite"
"save.overwriteTitle","Placeholder translation - needs native review","Overwrite Save?","覆盖存档？","Overwrite Save?","Overwrite Save?","Overwrite Save?","Overwrite Save?","Overwrite Save?","Overwrite Save?"
"save.overwriteBody","Placeholder translation - needs native review","Overwrite Slot {0}? This cannot be undone.","覆盖存档槽 {0}？此操作无法撤销。","Overwrite Slot {0}? This cannot be undone.","Overwrite Slot {0}? This cannot be undone.","Overwrite Slot {0}? This cannot be undone.","Overwrite Slot {0}? This cannot be undone.","Overwrite Slot {0}? This cannot be undone.","Overwrite Slot {0}? This cannot be undone."
"save.newSlot","Placeholder translation - needs native review","New Save","新存档","New Save","New Save","New Save","New Save","New Save","New Save"
"save.currentSlot","Placeholder translation - needs native review","(current)","（当前）","(current)","(current)","(current)","(current)","(current)","(current)"
"save.slotLabel","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","[Slot {0:D3}] {1}{2}","[存档 {0:D3}] {1}{2}","[Slot {0:D3}] {1}{2}","[Slot {0:D3}] {1}{2}","[Slot {0:D3}] {1}{2}","[Slot {0:D3}] {1}{2}","[Slot {0:D3}] {1}{2}","[Slot {0:D3}] {1}{2}"
"save.progressSuffix","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated."," ({0}%)"," ({0}%)"," ({0}%)"," ({0}%)"," ({0}%)"," ({0}%)"," ({0}%)"," ({0}%)"
"save.lastSaved","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","
Last Saved: {0}","
上次保存：{0}","
Last Saved: {0}","
Last Saved: {0}","
Last Saved: {0}","
Last Saved: {0}","
Last Saved: {0}","
Last Saved: {0}"
"day.placeholder","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Day N","第 N 天","Day N","Day N","Day N","Day N","Day N","Day N"
"day.current","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Day {0}","第 {0} 天","Day {0}","Day {0}","Day {0}","Day {0}","Day {0}","Day {0}"
"daycycle.dayEndedTitle","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Day {0} Complete","第 {0} 天结束","Day {0} Complete","Day {0} Complete","Day {0} Complete","Day {0} Complete","Day {0} Complete","Day {0} Complete"
"daycycle.dayEndedBody","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","The district needs rations.","街区需要补充口粮。","The district needs rations.","The district needs rations.","The district needs rations.","The district needs rations.","The district needs rations.","The district needs rations."
"daycycle.dayEndedAction","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Distribute Rations","分发口粮","Distribute Rations","Distribute Rations","Distribute Rations","Distribute Rations","Distribute Rations","Distribute Rations"
"daycycle.feedingTitle","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Distributing Rations","正在分发口粮","Distributing Rations","Distributing Rations","Distributing Rations","Distributing Rations","Distributing Rations","Distributing Rations"
"daycycle.feedingBody","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Delivering supplies to the district residents.","正在为街区居民派发补给。","Delivering supplies to the district residents.","Delivering supplies to the district residents.","Delivering supplies to the district residents.","Delivering supplies to the district residents.","Delivering supplies to the district residents.","Delivering supplies to the district residents."
"daycycle.cleanupTitle","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Reduce Overload","清理超载库存","Reduce Overload","Reduce Overload","Reduce Overload","Reduce Overload","Reduce Overload","Reduce Overload"
"daycycle.cleanupBody","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","You still need to remove {0} excess cards before the next cycle can begin.","你还需要处理 {0} 张超额卡牌，系统才会推进到下一循环。","You still need to remove {0} excess cards before the next cycle can begin.","You still need to remove {0} excess cards before the next cycle can begin.","You still need to remove {0} excess cards before the next cycle can begin.","You still need to remove {0} excess cards before the next cycle can begin.","You still need to remove {0} excess cards before the next cycle can begin.","You still need to remove {0} excess cards before the next cycle can begin."
"daycycle.dayStartedTitle","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Day {0} Begins","第 {0} 天开始","Day {0} Begins","Day {0} Begins","Day {0} Begins","Day {0} Begins","Day {0} Begins","Day {0} Begins"
"daycycle.dayStartedBody","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","District links are back online.","街区节点已重新联机。","District links are back online.","District links are back online.","District links are back online.","District links are back online.","District links are back online.","District links are back online."
"daycycle.dayStartedAction","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Start New Day","启动新一天","Start New Day","Start New Day","Start New Day","Start New Day","Start New Day","Start New Day"
"daycycle.gameOverTitle","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","District Lost","街区失守","District Lost","District Lost","District Lost","District Lost","District Lost","District Lost"
"daycycle.gameOverBody","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","No surviving Recruits remain.","你已经没有任何可用人员了。","No surviving Recruits remain.","No surviving Recruits remain.","No surviving Recruits remain.","No surviving Recruits remain.","No surviving Recruits remain.","No surviving Recruits remain."
"daycycle.gameOverAction","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Return to Title","返回标题","Return to Title","Return to Title","Return to Title","Return to Title","Return to Title","Return to Title"
"graphics.resolution","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Resolution {0}x{1}","分辨率 {0}x{1}","Resolution {0}x{1}","Resolution {0}x{1}","Resolution {0}x{1}","Resolution {0}x{1}","Resolution {0}x{1}","Resolution {0}x{1}"
"graphics.fullscreen.windowed","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Display Windowed","显示模式 窗口化","Display Windowed","Display Windowed","Display Windowed","Display Windowed","Display Windowed","Display Windowed"
"graphics.fullscreen.fullscreen","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Display Fullscreen","显示模式 全屏","Display Fullscreen","Display Fullscreen","Display Fullscreen","Display Fullscreen","Display Fullscreen","Display Fullscreen"
"graphics.vsync.off","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","VSync Off","垂直同步 关闭","VSync Off","VSync Off","VSync Off","VSync Off","VSync Off","VSync Off"
"graphics.vsync.on","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","VSync On","垂直同步 开启","VSync On","VSync On","VSync On","VSync On","VSync On","VSync On"
"graphics.vsync.half","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","VSync Half Rate","垂直同步 半速","VSync Half Rate","VSync Half Rate","VSync Half Rate","VSync Half Rate","VSync Half Rate","VSync Half Rate"
"graphics.vsync.unknown","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","VSync Unknown","垂直同步 未知","VSync Unknown","VSync Unknown","VSync Unknown","VSync Unknown","VSync Unknown","VSync Unknown"
"graphics.fps.unlimited","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","FPS Cap Unlimited","帧率上限 不限","FPS Cap Unlimited","FPS Cap Unlimited","FPS Cap Unlimited","FPS Cap Unlimited","FPS Cap Unlimited","FPS Cap Unlimited"
"graphics.fps.capped","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","FPS Cap {0}","帧率上限 {0}","FPS Cap {0}","FPS Cap {0}","FPS Cap {0}","FPS Cap {0}","FPS Cap {0}","FPS Cap {0}"
"graphics.shadow.quality","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Shadows {0}","阴影质量 {0}","Shadows {0}","Shadows {0}","Shadows {0}","Shadows {0}","Shadows {0}","Shadows {0}"
"graphics.shadow.off","Legacy GameLocalization compatibility row. Keep until all direct GameLocalization.Get calls are migrated.","Off","关闭","Off","Off","Off","Off","Off","Off"
